	0	1	2	3	4
1227	24_del_noruxo_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777741	SRX14777741
1228	24_del_noruxo_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777740	SRX14777740
1229	0_WT_ruxo_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777739	SRX14777739
1230	0_WT_ruxo_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777828	SRX14777828
1231	0_WT_noruxo_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777827	SRX14777827
1232	0_WT_noruxo_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777826	SRX14777826
1233	0_del_ruxo_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777825	SRX14777825
1234	0_del_ruxo_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777824	SRX14777824
1235	0_del_noruxo_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777823	SRX14777823
1236	0_del_noruxo_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777822	SRX14777822
1237	TotalRNA_Mock_A_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777821	SRX14777821
1238	TotalRNA_Mock_A_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777820	SRX14777820
1239	TotalRNA_7hpi_wt_rep2	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777819	SRX14777819
1240	TotalRNA_7hpi_wt_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777818	SRX14777818
1241	TotalRNA_7hpi_del_rep2	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777817	SRX14777817
1242	TotalRNA_7hpi_del_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777816	SRX14777816
1243	TotalRNA_4hpi_wt_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777815	SRX14777815
1244	TotalRNA_4hpi_wt_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777814	SRX14777814
1245	TotalRNA_4hpi_del_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777813	SRX14777813
1246	TotalRNA_4hpi_del_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777779	SRX14777779
1247	RP_FP_WT7_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777736	SRX14777736
1248	RP_FP_WT7_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777735	SRX14777735
1249	RP_FP_WT4_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777734	SRX14777734
1250	RP_FP_WT4_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777733	SRX14777733
1251	RP_FP_mock_B_2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777732	SRX14777732
1252	RP_FP_mock_B_1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777731	SRX14777731
1253	RP_FP_delta7_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777856	SRX14777856
1254	RP_FP_delta7_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777855	SRX14777855
1255	RP_FP_delta4_B	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777854	SRX14777854
1256	RP_FP_delta4_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777853	SRX14777853
1257	RP_mRNA_Mock_B_rep2	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777852	SRX14777852
1258	RP_mRNA_Mock_B_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777851	SRX14777851
1259	RP_mRNA_7hpi_wt_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777850	SRX14777850
1260	RP_mRNA_7hpi_wt_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777849	SRX14777849
1261	RP_mRNA_7hpi_del_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777730	SRX14777730
1262	RP_mRNA_7hpi_del_rep1	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777729	SRX14777729
1263	OE_SLAM_wt_4hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777771	SRX14777771
1264	RP_mRNA_4hpi_wt_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777728	SRX14777728
1265	OE_SLAM_wt_3hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777770	SRX14777770
1266	RP_mRNA_4hpi_wt_rep1	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777727	SRX14777727
1267	OE_SLAM_wt_3hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777769	SRX14777769
1268	RP_mRNA_4hpi_del_rep2	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777726	SRX14777726
1269	OE_SLAM_wt_2hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777768	SRX14777768
1270	RP_mRNA_4hpi_del_rep1	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777725	SRX14777725
1271	OE_SLAM_wt_2hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777767	SRX14777767
1272	Inf_SLAM_SLAMseq_no4su_wt	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777724	SRX14777724
1273	OE_SLAM_wt_0hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777766	SRX14777766
1274	Inf_SLAM_SLAMseq_no4su_mock	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777723	SRX14777723
1275	OE_SLAM_RK_4hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777765	SRX14777765
1276	Inf_SLAM_SLAMseq_no4su_delta	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777848	SRX14777848
1277	OE_SLAM_RK_3hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777764	SRX14777764
1278	Inf_SLAM_SLAMseq_6hr_wt_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777847	SRX14777847
1279	OE_SLAM_RK_3hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777804	SRX14777804
1280	Inf_SLAM_SLAMseq_6hr_wt_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777846	SRX14777846
1281	OE_SLAM_RK_2hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777803	SRX14777803
1282	Inf_SLAM_SLAMseq_6hr_mock_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777845	SRX14777845
1283	OE_SLAM_RK_2hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777802	SRX14777802
1284	Inf_SLAM_SLAMseq_6hr_mock_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777844	SRX14777844
1285	OE_SLAM_RK_0hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777801	SRX14777801
1286	Inf_SLAM_SLAMseq_6hr_delta_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777843	SRX14777843
1287	OE_SLAM_GFP_4hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777800	SRX14777800
1288	Inf_SLAM_SLAMseq_6hr_delta_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777842	SRX14777842
1289	OE_SLAM_GFP_3hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777799	SRX14777799
1290	Inf_SLAM_SLAMseq_5hr_wt_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777841	SRX14777841
1291	OE_SLAM_GFP_3hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777798	SRX14777798
1292	Inf_SLAM_SLAMseq_5hr_wt_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777812	SRX14777812
1293	OE_SLAM_GFP_2hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777797	SRX14777797
1294	Inf_SLAM_SLAMseq_5hr_mock_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777811	SRX14777811
1295	OE_SLAM_GFP_2hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777763	SRX14777763
1296	Inf_SLAM_SLAMseq_5hr_mock_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777810	SRX14777810
1297	OE_SLAM_GFP_0hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777762	SRX14777762
1298	Inf_SLAM_SLAMseq_5hr_delta_B	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777809	SRX14777809
1299	OE_SLAM_del_4hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777761	SRX14777761
1300	Inf_SLAM_SLAMseq_5hr_delta_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777808	SRX14777808
1301	OE_SLAMdel_3hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777760	SRX14777760
1302	Inf_SLAM_SLAMseq_4hr_wt	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777807	SRX14777807
1303	OE_SLAMdel_3hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777759	SRX14777759
1304	Inf_SLAM_SLAMseq_4hr_mock	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777806	SRX14777806
1305	OE_SLAMdel_2hr_B	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777758	SRX14777758
1306	Inf_SLAM_SLAMseq_4hr_delta	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777805	SRX14777805
1307	OE_SLAMdel_2hr_A	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777757	SRX14777757
1308	Calu3_GC_WT_48hpi_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777753	SRX14777753
1309	OE_SLAMdel_0hr	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777756	SRX14777756
1310	Calu3_GC_WT_48hpi_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777752	SRX14777752
1311	Frac_NSP1wt_C_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777755	SRX14777755
1312	Calu3_GC_WT_24hpi_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777751	SRX14777751
1313	Frac_NSP1wt_C_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777722	SRX14777722
1314	Calu3_GC_WT_24hpi_A	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777750	SRX14777750
1315	Frac_NSP1wt_C_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777721	SRX14777721
1316	Calu3_GC_WT_11hpi_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777749	SRX14777749
1317	Frac_NSP1wt_B_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777720	SRX14777720
1318	Calu3_GC_WT_11hpi_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777748	SRX14777748
1319	Frac_NSP1wt_B_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777719	SRX14777719
1320	Calu3_GC_WT_0hpi_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777747	SRX14777747
1321	Frac_NSP1wt_B_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777718	SRX14777718
1322	Calu3_GC_WT_0hpi_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777706	SRX14777706
1323	Frac_NSP1wt_A_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777717	SRX14777717
1324	Calu3_GC_Del_48hpi_B	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777705	SRX14777705
1325	Frac_NSP1wt_A_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777716	SRX14777716
1326	Calu3_GC_Del_48hpi_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777704	SRX14777704
1327	Frac_NSP1wt_A_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777715	SRX14777715
1328	Calu3_GC_Del_24hpi_B	Severe acute respiratory syndrome coronavirus 2; Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777703	SRX14777703
1329	Frac_NSP1del_C_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777714	SRX14777714
1330	Calu3_GC_Del_24hpi_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777702	SRX14777702
1331	Frac_NSP1del_C_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777713	SRX14777713
1332	Calu3_GC_Del_11hpi_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777701	SRX14777701
1333	Frac_NSP1del_C_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777712	SRX14777712
1334	Calu3_GC_Del_11hpi_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777700	SRX14777700
1335	Frac_NSP1del_B_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777711	SRX14777711
1336	Calu3_GC_Del_0hpi_B	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777699	SRX14777699
1337	Frac_NSP1del_B_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777710	SRX14777710
1338	Calu3_GC_Del_0hpi_A	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777698	SRX14777698
1339	Frac_NSP1del_B_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777709	SRX14777709
1340	Frac_NSP1del_A_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777708	SRX14777708
1341	Frac_NSP1del_A_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777707	SRX14777707
1342	Frac_NSP1del_A_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777840	SRX14777840
1343	Frac_GFP_B_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777839	SRX14777839
1344	Frac_GFP_B_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777838	SRX14777838
1345	Frac_GFP_B_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777837	SRX14777837
1346	Frac_GFP_A_Total	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777836	SRX14777836
1347	Frac_GFP_A_Nucleus	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777835	SRX14777835
1348	Frac_GFP_A_Cytosol	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777834	SRX14777834
1349	Vero_GC_WT_0	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777833	SRX14777833
1350	Vero_GC_Del_48_B	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777832	SRX14777832
1351	Vero_GC_WT_48_B	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777831	SRX14777831
1352	Vero_GC_Del_48_A	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777830	SRX14777830
1353	Vero_GC_WT_48_A	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777829	SRX14777829
1354	Vero_GC_Del_24_B	Severe acute respiratory syndrome coronavirus 2; Chlorocebus sabaeus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777796	SRX14777796
1355	Vero_GC_WT_24_B	Severe acute respiratory syndrome coronavirus 2; Chlorocebus sabaeus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777795	SRX14777795
1356	Vero_GC_Del_24_A	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777794	SRX14777794
1357	Vero_GC_WT_24_A	Severe acute respiratory syndrome coronavirus 2; Chlorocebus sabaeus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777793	SRX14777793
1358	Vero_GC_Del_11_B	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777792	SRX14777792
1359	Vero_GC_WT_11_B	Severe acute respiratory syndrome coronavirus 2; Chlorocebus sabaeus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777791	SRX14777791
1360	Vero_GC_Del_11_A	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777790	SRX14777790
1361	Vero_GC_WT_11_A	Chlorocebus sabaeus; Severe acute respiratory syndrome coronavirus 2		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777789	SRX14777789
1362	Vero_GC_Del_0	Severe acute respiratory syndrome coronavirus 2; Chlorocebus sabaeus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14777754	SRX14777754
1363	Ctrl-2-IN	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495059	SRX14495059
1364	Ctrl-1-IN	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495058	SRX14495058
1365	Ctrl-2-poly	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495057	SRX14495057
1366	Ctrl-1-poly	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495056	SRX14495056
1367	ORF9c-2-IN	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495055	SRX14495055
1368	ORF9c-1-IN	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495054	SRX14495054
1369	ORF9c-2-poly	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495053	SRX14495053
1370	ORF9c-1-poly	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14495052	SRX14495052
1371	KO_ribo	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10606477	SRX10606477
1372	KO_RNA-seq	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10606476	SRX10606476
1373	WT_ribo	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10606475	SRX10606475
1374	WT_RNA-seq	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10606474	SRX10606474
1375	Refed_60_min_trl-1(cas1078)_rep2_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580326/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196740	SRX12196740
1376	Refed_60_min_trl-1(cas1078)_rep1_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580325/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196739	SRX12196739
1377	Refed_30_min_trl-1(cas1078)_rep2_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580324/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196738	SRX12196738
1378	Refed_30_min_trl-1(cas1078)_rep1_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580323/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196737	SRX12196737
1379	Refed_10_min_trl-1(cas1078)_rep2_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580322/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196736	SRX12196736
1380	Refed_10_min_trl-1(cas1078)_rep1_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580321/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196735	SRX12196735
1381	Starved_trl-1(cas1078)_rep2_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580320/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196734	SRX12196734
1382	Starved_trl-1(cas1078)_rep1_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580319/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196733	SRX12196733
1383	Non-starved_trl-1(cas1078)_rep2_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580318/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196732	SRX12196732
1384	Non-starved_trl-1(cas1078)_rep1_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580317/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196731	SRX12196731
1385	Refed_60_min_trl-1(cas1077)_rep2_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580306/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196720	SRX12196720
1386	Refed_60_min_trl-1(cas1077)_rep1_Ribo-Seq	Caenorhabditis elegans	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5580nnn/GSM5580305/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12196719	SRX12196719
