	0	1	2	3	4
305	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020214	SRX12020214
306	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020213	SRX12020213
307	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020212	SRX12020212
308	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020211	SRX12020211
309	neural_tube,_Mutant_Ribo-seq_(run1_TC6_mut_Ribo_S6_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020204	SRX12020204
310	neural_tube,_Mutant_Ribo-seq_(run1_TC5_mut_Ribo_S5_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020203	SRX12020203
311	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020202	SRX12020202
312	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020201	SRX12020201
313	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020200	SRX12020200
314	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020199	SRX12020199
315	neural_tube,_Mutant_Ribo-seq_(run1_TC6_mut_Ribo_S6_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020192	SRX12020192
316	neural_tube,_Mutant_Ribo-seq_(run1_TC5_mut_Ribo_S5_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020191	SRX12020191
317	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020190	SRX12020190
318	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020189	SRX12020189
319	neural_tube,_Wild-type_Ribo-seq_(run1_TC5_WT_Ribo_S2_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020188	SRX12020188
320	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020187	SRX12020187
321	neural_tube,_Mutant_Ribo-seq_(run1_TC6_mut_Ribo_S6_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020180	SRX12020180
322	neural_tube,_Mutant_Ribo-seq_(run1_TC5_mut_Ribo_S5_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020179	SRX12020179
323	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020178	SRX12020178
324	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020177	SRX12020177
325	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020176	SRX12020176
326	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020175	SRX12020175
327	Ribo-seq_700_mOSM_2h_Recovery_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769301/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078278	SRX9078278
328	Ribo-seq_700_mOSM_2h_Recovery_15min,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769300/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078277	SRX9078277
329	Ribo-seq_700_mOSM_15min_Recovery_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769299/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078276	SRX9078276
330	Ribo-seq_700_mOSM_15min_Recovery_15min,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769298/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078275	SRX9078275
331	Ribo-seq_700_mOSM_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769297/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078274	SRX9078274
332	Ribo-seq_700_mOSM_15min,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769296/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078273	SRX9078273
333	Ribo-seq_600_mOSM_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769295/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078272	SRX9078272
334	Ribo-seq_500_mOSM_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769294/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078271	SRX9078271
335	Ribo-seq_Normal_Condition,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769293/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078270	SRX9078270
336	Ribo-seq_700_mOSM_2h_Recovery_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769292/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078269	SRX9078269
337	Ribo-seq_700_mOSM_2h_Recovery_15min,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769291/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078268	SRX9078268
338	Ribo-seq_700_mOSM_15min_Recovery_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769290/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078267	SRX9078267
339	Ribo-seq_700_mOSM_15min_Recovery_15min,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769289/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078266	SRX9078266
340	Ribo-seq_700_mOSM_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769288/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078265	SRX9078265
341	Ribo-seq_700_mOSM_15min,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769287/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078264	SRX9078264
342	Ribo-seq_600_mOSM_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769286/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078263	SRX9078263
343	Ribo-seq_500_mOSM_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769285/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078262	SRX9078262
344	Ribo-seq_Normal_Condition,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769284/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078261	SRX9078261
345	Ribo-Seq_RPF_Control_rep3	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141934	SRX9141934
346	Ribo-Seq_RPF_Control_rep2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141933	SRX9141933
347	Ribo-Seq_RPF_Control_rep1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141932	SRX9141932
348	Ribo-Seq_siCNOT1_Replicate_3	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141926	SRX9141926
349	Ribo-Seq_siCNOT1_Replicate_2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141925	SRX9141925
350	Ribo-Seq_siCNOT1_Replicate_1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141924	SRX9141924
351	35S.GFP-EVD-GUS.rdr6_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166362	SRX10166362
352	35S.GFP-EVD-GUS.Col-0_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166361	SRX10166361
353	35S.EVD.rdr6_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166360	SRX10166360
354	35S.EVD.Col-0_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166359	SRX10166359
355	Ribo-seq-HBEC-SARS2-96hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494638/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629117	SRX11629117
356	Ribo-seq-HBEC-SARS2-96hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494637/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629116	SRX11629116
357	Ribo-seq-HBEC-SARS2-96hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494636/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629115	SRX11629115
358	Ribo-seq-HBEC-SARS2-96hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494635/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629114	SRX11629114
359	Ribo-seq-HBEC-SARS2-72hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494634/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629113	SRX11629113
360	Ribo-seq-HBEC-SARS2-72hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494633/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629112	SRX11629112
361	Ribo-seq-HBEC-SARS2-72hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494632/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629111	SRX11629111
362	Ribo-seq-HBEC-SARS2-72hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494631/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629110	SRX11629110
363	Ribo-seq-HBEC-SARS2-48hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494630/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629109	SRX11629109
364	Ribo-seq-HBEC-SARS2-48hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494629/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629108	SRX11629108
365	Ribo-seq-HBEC-SARS2-48hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494628/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629107	SRX11629107
366	Ribo-seq-HBEC-SARS2-48hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494627/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629106	SRX11629106
367	Ribo-seq-HBEC-SARS2-24hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494626/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629105	SRX11629105
368	Ribo-seq-HBEC-SARS2-24hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494625/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629104	SRX11629104
369	Ribo-seq-HBEC-SARS2-24hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494624/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629103	SRX11629103
370	Ribo-seq-HBEC-SARS2-24hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494623/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629102	SRX11629102
371	Ribo-seq-HBEC-SARS2-4hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494622/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629101	SRX11629101
372	Ribo-seq-HBEC-SARS2-4hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494621/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629100	SRX11629100
373	Ribo-seq-HBEC-SARS2-4hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494620/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629099	SRX11629099
374	Ribo-seq-HBEC-mock-96hp-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494619/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629098	SRX11629098
375	Ribo-seq-HBEC-mock-96hp-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494618/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629097	SRX11629097
376	Ribo-seq-HBEC-mock-96hp-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494617/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629096	SRX11629096
377	Ribo-seq-HBEC-mock-4hp-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494616/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629095	SRX11629095
378	Ribo-seq-HBEC-mock-4hp-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494615/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629094	SRX11629094
379	Ribo-seq-HBEC-mock-4hp-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494614/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629093	SRX11629093
380	Ribo-seq-SARS2-highMOI-24hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494588/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629067	SRX11629067
381	Ribo-seq-SARS2-highMOI-12hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494587/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629066	SRX11629066
382	Ribo-seq-SARS2-highMOI-6hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494586/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629065	SRX11629065
383	Ribo-seq-SARS2-highMOI-2hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494585/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629064	SRX11629064
384	Ribo-seq-mock-highMOI-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494584/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629063	SRX11629063
385	HCT116_OsTIR1_PABPC1_AID_plus_IAA_3h_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074369/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069203	SRX10069203
386	HCT116_OsTIR1_PABPC1_AID_plus_IAA_1h_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074368/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069202	SRX10069202
387	HCT116_OsTIR1_PABPC1_AID_plus_IAA_30m_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074367/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069201	SRX10069201
388	HCT116_OsTIR1_PABPC1_AID_minus_IAA_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074366/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069200	SRX10069200
389	HeLa_siPABPC1&4_48h_ribo_seq_with_mito_ribosomes	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074365/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069199	SRX10069199
390	HeLa_siPABPC4_48h_ribo_seq_with_mito_ribosomes	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074364/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069198	SRX10069198
391	HeLa_siPABPC1&4_72h_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074363/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069197	SRX10069197
392	HeLa_siPABPC4_72h_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074362/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069196	SRX10069196
393	HeLa_siPABPC1_72h_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074361/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069195	SRX10069195
394	HeLa_siControl_72h_ribo_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074360/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069194	SRX10069194
395	HCT116_OsTIR1_PABPC1_AID_plus_IAA_3h_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074353/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069187	SRX10069187
396	HCT116_OsTIR1_PABPC1_AID_plus_IAA_1h_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074352/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069186	SRX10069186
397	HCT116_OsTIR1_PABPC1_AID_plus_IAA_30m_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074351/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069185	SRX10069185
398	HCT116_OsTIR1_PABPC1_AID_minus_IAA_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074350/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069184	SRX10069184
399	HeLa_siPABPC1&4_48h_NEBNext_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074349/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069183	SRX10069183
400	HeLa_siControl_48h_NEBNext_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074348/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069182	SRX10069182
401	HeLa_siPABPC1&4_72h_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074347/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069181	SRX10069181
402	HeLa_siPABPC4_72h_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074346/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069180	SRX10069180
403	HeLa_siPABPC1_72h_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074345/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069178	SRX10069178
404	HeLa_siControl_72h_RNA_seq	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074344/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069177	SRX10069177
405	frog_oocyte_ePAB_no_rRNA_depeletion_ribo_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074359/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069193	SRX10069193
406	frog_oocyte_eGFP_no_rRNA_depeletion_ribo_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074358/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069192	SRX10069192
407	frog_oocyte_ePAB_ribo_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074357/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069191	SRX10069191
408	frog_oocyte_PABPC1_ribo_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074356/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069190	SRX10069190
409	frog_oocyte_eGFP_ribo_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074355/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069189	SRX10069189
410	frog_oocyte_water_ribo_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074354/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069188	SRX10069188
411	frog_oocyte_eGFP_no_rRNA_depletion_matched_RiboZeroGold_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074343/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069176	SRX10069176
412	frog_oocyte_ePAB_no_rRNA_depletion_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074342/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069175	SRX10069175
413	frog_oocyte_eGFP_no_rRNA_depletion_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074341/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069174	SRX10069174
414	frog_oocyte_ePAB_RiboZeroGold_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074340/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069173	SRX10069173
415	frog_oocyte_PABPC1_RiboZeroGold_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074339/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069172	SRX10069172
416	frog_oocyte_eGFP_RiboZeroGold_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074338/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069171	SRX10069171
417	frog_oocyte_water_RiboZeroGold_RNA_seq	Xenopus laevis	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5074nnn/GSM5074337/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10069179	SRX10069179
418	si_eIF2alpha_#2_HEK293T_Ribo-seq_replicate_2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855902	SRX10855902
419	si_eIF2alpha_#2_HEK293T_Ribo-seq_replicate_1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855901	SRX10855901
420	si_eIF2alpha_#1_HEK293T_Ribo-seq_replicate_2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855900	SRX10855900
421	si_eIF2alpha_#1_HEK293T_Ribo-seq_replicate_1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855899	SRX10855899
422	si_control_HEK293T_Ribo-seq_replicate_2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855898	SRX10855898
423	si_control_HEK293T_Ribo-seq_replicate_1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855897	SRX10855897
424	eIF2A,_eIF2D_DKO_HEK293T_#2_arsenite_Ribo-seq_replicate_2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855894	SRX10855894
425	eIF2A,_eIF2D_DKO_HEK293T_#2_arsenite_Ribo-seq_replicate_1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10855893	SRX10855893
